"NOMBRE DE LA SERIE",D_1NBAS972,D_1NBAC972,D_1NBAD972,D_1NBAE972,D_1NBAF472,D_1NBAS572,D_1NBAC572,D_1NBAD572,D_1NBAE572,D_1NBAF572,D_1T9H0000,D_1T9H0010,D_1T9H0011,D_1T9H0004,D_1E723706.EUR,D_1T9L0001,D_1T9L0002,D_1T9L0008,D_1T9L0009,D_1T9VM001,D_1T9VM002,D_1T9VM003,D_1T9VM004,D_1T9H0011,D_1T9VM006,D_1T9VM007,D_1T9VM008,D_1T9VM009,D_1T9VM010,D_1TFECHABOE,D_1TFECHABOE2,D_1TFECHABOE4,D_1TFECHABOE3,D_1T9H0000,D_1T9H0000A,D_1T9H0000B,D_1T9H0000C
"JUL 1976","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",4.000,"_",7.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"AGO 1976","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",4.000,"_",7.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"SEP 1976","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",4.000,"_",7.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"OCT 1976","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",4.000,"_",7.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"NOV 1976","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",4.000,"_",7.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"DIC 1976","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",4.000,"_",7.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"ENE 1977","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",4.000,"_",7.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"FEB 1977","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",4.000,"_",7.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAR 1977","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",4.000,"_",7.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"ABR 1977","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",4.000,"_",7.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAY 1977","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",4.000,"_",7.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUN 1977","_","_","_","_","_","_","_","_","_","_","_","_","_","_",15.500,4.000,"_",7.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUL 1977","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",4.000,"_",8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"AGO 1977","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",4.000,"_",8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"SEP 1977","_","_","_","_","_","_","_","_","_","_","_","_","_","_",22.000,4.000,"_",8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"OCT 1977","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",4.000,"_",8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"NOV 1977","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",4.000,"_",8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"DIC 1977","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",4.000,"_",8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"ENE 1978","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",4.000,"_",8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"FEB 1978","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",4.000,"_",8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAR 1978","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",4.000,"_",8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"ABR 1978","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",4.000,"_",8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAY 1978","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",4.000,"_",8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUN 1978","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",4.000,"_",8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUL 1978","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",4.000,"_",8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"AGO 1978","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",4.000,"_",8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"SEP 1978","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",4.000,"_",8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"OCT 1978","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",4.000,"_",8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"NOV 1978","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",4.000,"_",8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"DIC 1978","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",4.000,"_",8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"ENE 1979","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",4.000,"_",8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"FEB 1979","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",4.000,"_",8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAR 1979","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",4.000,"_",8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"ABR 1979","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",4.000,"_",8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAY 1979","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",4.000,"_",8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUN 1979","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",4.000,"_",8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUL 1979","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",4.000,"_",8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"AGO 1979","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",4.000,"_",8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"SEP 1979","_","_","_","_","_","_","_","_","_","_","_","_","_","_",18.750,4.000,"_",8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"OCT 1979","_","_","_","_","_","_","_","_","_","_","_","_","_","_",17.422,4.000,"_",8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"NOV 1979","_","_","_","_","_","_","_","_","_","_","_","_","_","_",17.188,4.000,"_",8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"DIC 1979","_","_","_","_","_","_","_","_","_","_","_","_","_","_",16.706,4.000,"_",8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"ENE 1980","_","_","_","_","_","_","_","_","_","_","_","_","_","_",16.796,4.000,"_",8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"FEB 1980","_","_","_","_","_","_","_","_","_","_","_","_","_","_",16.375,4.000,"_",8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAR 1980","_","_","_","_","_","_","_","_","_","_","_","_","_","_",5.500,4.000,"_",8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"ABR 1980","_","_","_","_","_","_","_","_","_","_","_","_","_","_",19.250,4.000,"_",8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAY 1980","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",4.000,"_",8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUN 1980","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",4.000,"_",8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUL 1980","_","_","_","_","_","_","_","_","_","_","_","_","_","_",17.313,4.000,"_",8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"AGO 1980","_","_","_","_","_","_","_","_","_","_","_","_","_","_",17.000,4.000,"_",8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"SEP 1980","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",4.000,"_",8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"OCT 1980","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",4.000,"_",8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"NOV 1980","_","_","_","_","_","_","_","_","_","_","_","_","_","_",16.937,4.000,"_",8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"DIC 1980","_","_","_","_","_","_","_","_","_","_","_","_","_","_",17.563,4.000,"_",8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"ENE 1981","_","_","_","_","_","_","_","_","_","_","_","_","_","_",17.938,4.000,"_",8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"FEB 1981","_","_","_","_","_","_","_","_","_","_","_","_","_","_",16.917,4.000,"_",8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAR 1981","_","_","_","_","_","_","_","_","_","_","_","_","_","_",16.581,4.000,"_",8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"ABR 1981","_","_","_","_","_","_","_","_","_","_","_","_","_","_",16.368,4.000,"_",8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAY 1981","_","_","_","_","_","_","_","_","_","_","_","_","_","_",17.000,4.000,"_",8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUN 1981","_","_","_","_","_","_","_","_","_","_","_","_","_","_",17.196,4.000,"_",8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUL 1981","_","_","_","_","_","_","_","_","_","_","_","_","_","_",17.125,4.000,"_",8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"AGO 1981","_","_","_","_","_","_","_","_","_","_","_","_","_","_",17.125,4.000,"_",8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"SEP 1981","_","_","_","_","_","_","_","_","_","_","_","_","_","_",16.612,4.000,"_",8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"OCT 1981","_","_","_","_","_","_","_","_","_","_","_","_","_","_",16.500,4.000,"_",8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"NOV 1981","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",4.000,"_",8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"DIC 1981","_","_","_","_","_","_","_","_","_","_","_","_","_","_",16.125,4.000,"_",8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"ENE 1982","_","_","_","_","_","_","_","_","_","_","_","_","_","_",17.000,4.000,10.000,8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"FEB 1982","_","_","_","_","_","_","_","_","_","_","_","_","_","_",15.896,4.000,10.000,8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAR 1982","_","_","_","_","_","_","_","_","_","_","_","_","_","_",15.729,4.000,10.000,8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"ABR 1982","_","_","_","_","_","_","_","_","_","_","_","_","_","_",15.497,4.000,10.000,8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"MAY 1982","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",4.000,10.000,8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUN 1982","_","_","_","_","_","_","_","_","_","_","_","_","_","_",17.687,4.000,10.000,8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"JUL 1982","_","_","_","_","_","_","_","_","_","_","_","_","_","_",17.167,4.000,10.000,8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"AGO 1982","_","_","_","_","_","_","_","_","_","_","_","_","_","_",16.656,4.000,10.000,8.0000,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
